ids_str;url;expanded_url;display_url
1143677423143329797;https://t.co/SXZXHUIlqC;https://m.facebook.com/story.php?story_fbid=872765173102630&id=100011074668251;m.facebook.com/story.php?stor…
1143670234462806017;https://t.co/B4A2EZCgVr;http://bit.ly/2XhDk0J;bit.ly/2XhDk0J
1143655193999040512;https://t.co/qbimZC7B6B;http://bit.ly/2H4z7c8;bit.ly/2H4z7c8
1143652088620244992;https://t.co/Oj6JVFIzVR;http://bit.ly/EjeAgua;bit.ly/EjeAgua
1143647613746655235;https://t.co/CZOJRiFiOA;https://cnn.it/2WRovRi;cnn.it/2WRovRi
1143646183887384578;https://t.co/H75aM6s5PL;https://pga.uimunicipalistas.org/catalogo/422;pga.uimunicipalistas.org/catalogo/422
1143646055575314435;https://t.co/H75aM6s5PL;https://pga.uimunicipalistas.org/catalogo/422;pga.uimunicipalistas.org/catalogo/422
1143639217131511808;https://t.co/H75aM6s5PL;https://pga.uimunicipalistas.org/catalogo/422;pga.uimunicipalistas.org/catalogo/422
1143636267269328897;https://t.co/H75aM6s5PL;https://pga.uimunicipalistas.org/catalogo/422;pga.uimunicipalistas.org/catalogo/422
1143631299934085127;https://t.co/PqRCMJQgLZ;https://marketingactivo.com/en-el-marco-de-ecuador-sostenible-se-reconocio-el-trabajo-de-los-actores-del-reciclaje/2019/06/25/;marketingactivo.com/en-el-marco-de…
1143629619398160391;https://t.co/H75aM6s5PL;https://pga.uimunicipalistas.org/catalogo/422;pga.uimunicipalistas.org/catalogo/422
1143617171836362752;https://t.co/y9Sc9eYiR1;https://www.swarmapp.com/c/a3JyYahynbN;swarmapp.com/c/a3JyYahynbN
1143616147029471232;https://t.co/LM3GVBCjVC;https://www.comunicarseweb.com/noticia/los-falsos-mitos-de-la-sostenibilidad;comunicarseweb.com/noticia/los-fa…
1143614784371351554;https://t.co/7Y8hFDu58R;http://www.estamoscomprometidos.org;estamoscomprometidos.org
1143613652391608322;https://t.co/ma7tMrjqEQ;http://ow.ly/pmmE50lE8AM;ow.ly/pmmE50lE8AM
1143606297067175939;https://t.co/4WDDjXzaEL;https://bbva.info/2Xv5PeO;bbva.info/2Xv5PeO
1143603535503929345;https://t.co/ssCTL2hnOo;http://bit.ly/2N9Zo7r;bit.ly/2N9Zo7r
1143598484299362305;https://t.co/Xq8ioxqW17;https://bit.ly/2Q5T3LU;bit.ly/2Q5T3LU
1143595243834621952;https://t.co/6q0MuWOFCz;https://www.igualmenteprofesionales.com/evento/foro-de-transferencia/;igualmenteprofesionales.com/evento/foro-de…
1143591668169551872;https://t.co/qvFebRrZ17;https://www.gob.mx/inafed/acciones-y-programas/guia-consultiva-de-desempeno-municipal-198105;gob.mx/inafed/accione…
1143591613329039366;https://t.co/MQCVW7Gx0w;https://www.youtube.com/channel/UCRZ8ybRaCjhwy2fj-s7Lsqg/featured;youtube.com/channel/UCRZ8y…
1143587538969538562;https://t.co/DugJNs3IuW;https://lnkd.in/gw7zxsX;lnkd.in/gw7zxsX
1143587082255962112;https://t.co/1mhbCR4CfD;https://buff.ly/2FsWGsY;buff.ly/2FsWGsY
1143585114363969536;https://t.co/aEqfM2Gbqv;https://bit.ly/31IqmM0;bit.ly/31IqmM0
1143579967122477056;https://t.co/RXre3qqjY4;https://buff.ly/2FsWGsY;buff.ly/2FsWGsY
1143579615061000192;https://t.co/OSCAutGjni;http://progress.unwomen.org/es;progress.unwomen.org/es
1143572077208920064;https://t.co/1mW2HpNDM5;http://bit.ly/2MnrWPQ;bit.ly/2MnrWPQ
1143568406668611586;https://t.co/4aaZDLrHCs;http://bit.ly/2JaoLGx;bit.ly/2JaoLGx
1143564773193371649;https://t.co/jstEVYPppi;http://bit.ly/2RxUpkP;bit.ly/2RxUpkP
1143560783990788096;https://t.co/CDG6Zr9Tmb;http://bit.ly/2KqgIZe;bit.ly/2KqgIZe
1143555896137703424;https://t.co/4B4gvUm7E3;http://www.imo.org/es/MediaCentre/PressBriefings/Paginas/12-DOTS-2019-.aspx;imo.org/es/MediaCentre…
1143553199330271232;https://t.co/VnRT23ctti;http://bit.ly/2Wqf1kY;bit.ly/2Wqf1kY
1143549662416330752;https://t.co/SrxggJ3GBT;https://buff.ly/2U6x1KQ;buff.ly/2U6x1KQ
1143546911246430208;https://t.co/MmdxdIE3qH;http://bit.ly/2HLG1lQ;bit.ly/2HLG1lQ
1143540064087171072;https://t.co/WJ2e9kpR7i;http://www.laqi.org/presidente.php;laqi.org/presidente.php
1143536827657154560;https://t.co/Xq8ioxIwSF;https://bit.ly/2Q5T3LU;bit.ly/2Q5T3LU
1143531755695161346;https://t.co/ExatUAUhFm;http://investigacion.utpl.edu.ec/sites/default/files/agenda_mesas_tematicas_investiga.pdf;investigacion.utpl.edu.ec/sites/default/…
1143527273292881920;https://t.co/ln4ys3I1nc;http://investigacion.utpl.edu.ec/investiga-innova;investigacion.utpl.edu.ec/investiga-inno…
1143526518062309377;https://t.co/780hSJFVzK;https://bit.ly/2xenhFq;bit.ly/2xenhFq
1143526066893590528;https://t.co/xMoC189h8Q;https://bit.ly/2MCYiCB;bit.ly/2MCYiCB
1143522501349314560;https://t.co/ozkkiEX1xi;http://bit.ly/TrampasPM;bit.ly/TrampasPM
1143522105272733696;https://t.co/ozkkiEX1xi;http://bit.ly/TrampasPM;bit.ly/TrampasPM
1143522105272733696;https://t.co/YfT4OZpiEd;http://bit.ly/PHroODS;bit.ly/PHroODS
1143522105272733696;https://t.co/95wmHQfywU;http://bit.ly/DanonE;bit.ly/DanonE
1143509000174092293;https://t.co/7cPYukWKPE;https://www.facebook.com/126902374035922/posts/2293699570689514/?app=fbl;facebook.com/12690237403592…
1143501611316236288;https://t.co/Q9a0XMzdYz;http://bit.ly/2WjJfFh;bit.ly/2WjJfFh
1143499745228402688;https://t.co/bxVSjy5ZlW;https://impacto2030.com/;impacto2030.com
1143497221087924225;https://t.co/U7a50MUiDC;http://bit.ly/2FxhoYs;bit.ly/2FxhoYs
1143489371062095873;https://t.co/NF2f6b4ZJ6;http://ow.ly/5XN450uIEk8;ow.ly/5XN450uIEk8
1143489226752892929;https://t.co/qRAtxuI6wI;https://www.aepd.es/agencia/responsabilidad-social.html;aepd.es/agencia/respon…
1143486186394214400;https://t.co/H75aM6s5PL;https://pga.uimunicipalistas.org/catalogo/422;pga.uimunicipalistas.org/catalogo/422
1143481507710984198;https://t.co/aVrIYhSQrC;http://bit.ly/plan-tenerife;bit.ly/plan-tenerife
1143481507710984198;https://t.co/CtATk2F04t;http://bit.ly/for-tenerife;bit.ly/for-tenerife
1143478743698198529;https://t.co/EwaWQkN0te;https://sevillapatrimoniocultural.blogspot.com/2019/06/la-cultura-en-apoyo-de-la-agenda-2030.html;sevillapatrimoniocultural.blogspot.com/2019/06/la-cul…
1143478398511177728;https://t.co/EwaWQkN0te;https://sevillapatrimoniocultural.blogspot.com/2019/06/la-cultura-en-apoyo-de-la-agenda-2030.html;sevillapatrimoniocultural.blogspot.com/2019/06/la-cul…
1143477688545554432;https://t.co/bKSAascofs;http://bit.ly/2MiOuRS;bit.ly/2MiOuRS
1143475132595412992;https://t.co/wuwOAWn6u4;http://cort.as/-ITgz;cort.as/-ITgz
1143471706104897536;https://t.co/8ZY3vmWFxj;http://www.cemad.es/wp-content/uploads/2019/06/24-Pilar-Gracia-y-cols162-163.pdf;cemad.es/wp-content/upl…
1143461458614870017;https://t.co/uIiJBoypmt;http://ow.ly/jn5B50uMb70;ow.ly/jn5B50uMb70
1143461352075354115;https://t.co/WXKr1iHZYr;http://ow.ly/fboL50uJJg0;ow.ly/fboL50uJJg0
1143457569823973376;https://t.co/l141zo1PXS;http://bit.ly/2Z6AvQn;bit.ly/2Z6AvQn
1143453277507510272;https://t.co/ER2e4A0Fnx;http://bit.ly/2IIVX8U;bit.ly/2IIVX8U
1143438571585646593;https://t.co/EdEYpSNPEz;http://csce.eventos.eus/?lang=eu;csce.eventos.eus/?lang=eu
1143436214369996800;https://t.co/aZmPESQvvc;https://buff.ly/2FsWGsY;buff.ly/2FsWGsY
1143436177606946816;https://t.co/Tds7Cfz2ve;http://fairtr.de/BIs;fairtr.de/BIs
1143433580242178048;https://t.co/cDDDaRzX4W;http://www.unrisd.org/80256B3C005BD6AB/(httpEvents)/ABE0A432A9D42782C12583AE004AF31C?OpenDocument;unrisd.org/80256B3C005BD6…
1143428829018501121;https://t.co/H75aM6s5PL;https://pga.uimunicipalistas.org/catalogo/422;pga.uimunicipalistas.org/catalogo/422
1143419820857339904;https://t.co/AUyy2oTYJO;http://bit.ly/31Cs1ml;bit.ly/31Cs1ml
1143418966548856832;https://t.co/Lj4Guc6IX2;https://bit.ly/2MCYiCB;bit.ly/2MCYiCB
1143412210393341952;https://t.co/LjX4oNNMKl;http://bit.ly/DiaSolidarioEmpresas19;bit.ly/DiaSolidarioEm…
1143389845370408961;https://t.co/p6diLx6kou;https://impacto2030.com/;impacto2030.com
1143382076584026113;https://t.co/v6CAihSJNK;http://bit.ly/2OEdzDw;bit.ly/2OEdzDw
1143369705148878849;https://t.co/Jyec50BTUp;http://www.arise.mx;arise.mx
1143266314326331392;https://t.co/4zotxjHfQl;http://bit.ly/2WTA4N2;bit.ly/2WTA4N2
1143260881972813824;https://t.co/2g0Yus0wSY;https://sdsnyouth.org/;sdsnyouth.org
1143260881972813824;https://t.co/jfJgYAKiPN;http://unsdsn.org/;unsdsn.org
1143257505826562056;https://t.co/hHdvIGRaf4;http://bit.ly/2HYVFdE;bit.ly/2HYVFdE
1143253148624203776;https://t.co/6jKZOqoWZN;http://www.odsargentina.gob.ar/concurso;odsargentina.gob.ar/concurso
1143247422719528961;https://t.co/550LBClXN0;https://bit.ly/2Iv3t76;bit.ly/2Iv3t76
1143247346282770432;https://t.co/z6lvnKBcb5;http://bit.ly/2Yb4qae;bit.ly/2Yb4qae
1143235323360686082;https://t.co/E2HMtGmrlg;https://bit.ly/2KA7t8T;bit.ly/2KA7t8T
1143226349659840514;https://t.co/aFKDLGr9Ry;https://gestionabierta.cba.gov.ar/;gestionabierta.cba.gov.ar
1143221044834111488;https://t.co/Kzq7WCIVex;https://bit.ly/2J2C8s5;bit.ly/2J2C8s5
1143221044834111488;https://t.co/AIS3rD4htJ;https://bit.ly/1TNSWQV;bit.ly/1TNSWQV
1143217777521696768;https://t.co/moFOA9Rp5l;https://bddy.me/2IHzLMt;bddy.me/2IHzLMt
1143209865017528320;https://t.co/jJ7uPNgEFu;https://www.fundacionaquae.org/wp_quiz/cuanto-sabes-sobre-los-ods/;fundacionaquae.org/wp_quiz/cuanto…
1143208174843060225;https://t.co/vrVKTopDB9;https://bit.ly/2w8uXZs;bit.ly/2w8uXZs
1143207915874148352;https://t.co/DlIGp4UFJO;http://www.premiosacha.org;premiosacha.org
1143206741385129984;https://t.co/i91vDnu3eY;http://kundaa.com.mx;kundaa.com.mx
1143198813647228928;https://t.co/dEhOjsCNAI;http://www.fondocantabriacoopera.org/web/cantabria-coopera/detalle/-/journal_content/56_INSTANCE_R7y2/1910136/7610462;fondocantabriacoopera.org/web/cantabria-…
1143193386750492674;https://t.co/WnRnaVG0aR;http://bit.ly/2XvW5Rp;bit.ly/2XvW5Rp
1143193290646401024;https://t.co/uIsWqcPE26;http://www.estamoscomprometidos.org;estamoscomprometidos.org
1143187419761643520;https://t.co/DKUTQGFjtL;http://bit.ly/plan-JAnuario2019CAN;bit.ly/plan-JAnuario2…
1143187419761643520;https://t.co/vR0Wn34Qv2;http://bit.ly/formulario-las-palmas;bit.ly/formulario-las…
1143180778869809152;https://t.co/x43bGqmjtg;http://ow.ly/dxyC30oYQyF;ow.ly/dxyC30oYQyF
1143174531336609793;https://t.co/5JWJ5BG2aJ;http://bit.ly/CV41ods;bit.ly/CV41ods
1143168359900614656;https://t.co/hToQuKodrf;http://bit.ly/2Z94Gq8;bit.ly/2Z94Gq8
1143168200919699458;https://t.co/UXBhGKZcek;https://www.cofides.es/objetivos-desarrollo-ods;cofides.es/objetivos-desa…
1143167610244227072;https://t.co/dOpEh9UFBt;http://bit.ly/2Z94Gq8;bit.ly/2Z94Gq8
1143164580992102400;https://t.co/I7qhjXl2Ss;http://annualreport.undp.org/es/;annualreport.undp.org/es/
1143164530253553664;https://t.co/OtKKtWbqXt;https://utnsustentable3.eventbrite.com.ar;utnsustentable3.eventbrite.com.ar
1143164382618226688;https://t.co/LTA6fvXL7x;https://buff.ly/2uWGLgJ;buff.ly/2uWGLgJ
1143164364263964673;https://t.co/KvhqI7PO8h;https://www.medialab-prado.es/actividades/la-participacion-ciudadana-en-la-agenda-2030-y-los-ods;medialab-prado.es/actividades/la…
1143158551164149760;https://t.co/XOJwNdViMw;http://www.idbinvest.org/SW2019;idbinvest.org/SW2019
1143157629180682242;https://t.co/CaKNLsF6vC;http://www.estamoscomprometidos.uy;estamoscomprometidos.uy
1143157333335465985;https://t.co/Tr2ztpL1OH;https://bbva.info/2J1xpXD;bbva.info/2J1xpXD
1143156860893224960;https://t.co/ma8Zy0aplU;https://bit.ly/2ICSdFT;bit.ly/2ICSdFT
1143156124033658881;https://t.co/XOLorOTQsV;https://bit.ly/2MCYiCB;bit.ly/2MCYiCB
1143155576211476482;https://t.co/z1NyfERE7h;http://bit.ly/2ZoPzcg;bit.ly/2ZoPzcg
1143149327533170689;https://t.co/9Dq7BwTNZI;https://www.elperiodicodearagon.com/noticias/aragon/aragon-espejo-onu_1370727.html;elperiodicodearagon.com/noticias/arago…
1143146997458903041;https://t.co/Fz2mfGqDql;http://www.fcwproductions.com;fcwproductions.com
1143142162290348032;https://t.co/QExQc06Ewk;http://ow.ly/Qbg030oZfRd;ow.ly/Qbg030oZfRd
1143141698467442694;https://t.co/ZUKZnlzWxu;https://bit.ly/2X5J5mb;bit.ly/2X5J5mb
1143139607699021824;https://t.co/CxOPLbzJWr;http://dlvr.it/R79nJ5;dlvr.it/R79nJ5
1143136967653281792;https://t.co/F6cAhUQ33I;https://tinyurl.com/y2w3nga3;tinyurl.com/y2w3nga3
1143128524192190469;https://t.co/ozkkiEX1xi;http://bit.ly/TrampasPM;bit.ly/TrampasPM
1143128524192190469;https://t.co/YfT4OZpiEd;http://bit.ly/PHroODS;bit.ly/PHroODS
1143128524192190469;https://t.co/95wmHQfywU;http://bit.ly/DanonE;bit.ly/DanonE
1143127607636103168;https://t.co/HXNJZt1NnS;http://bit.ly/MCRSEIV;bit.ly/MCRSEIV
1143127433652187136;https://t.co/ozkkiEX1xi;http://bit.ly/TrampasPM;bit.ly/TrampasPM
1143126365178355712;https://t.co/tsZvDlbhHt;https://bit.ly/2MCYiCB;bit.ly/2MCYiCB
1143122689139388417;https://t.co/cTH9w7OTqE;http://www.aecid.es/ES/la-aecid/educaci%C3%B3n-y-sensibilizaci%C3%B3n-para-el-desarrollo/el-premio-nacional-de-educaci%C3%B3n-para-el-desarrollo;aecid.es/ES/la-aecid/ed…
1143119232110141441;https://t.co/j86ZiITXjA;http://ow.ly/38jn30oYTIJ;ow.ly/38jn30oYTIJ
1143118882632343552;https://t.co/MHJrfhVVWD;https://bbva.info/2Xu2hJE;bbva.info/2Xu2hJE
1143117873726054401;https://t.co/S2iVJSFHJx;http://bit.ly/2ICtrFQ;bit.ly/2ICtrFQ
1143117817069408256;https://t.co/mpN5ZL85j6;https://www.fegadace.org/o-encontro-de-participacion-da-eapn-espanha-tera-lugar-en-santiago-do-26-ao-28-de-xunho-gal.html;fegadace.org/o-encontro-de-…
1143116822348271616;https://t.co/YSWeyg8Ay8;http://bit.ly/2X4qk2s;bit.ly/2X4qk2s
1143116822348271616;https://t.co/6kpgkKgvO0;http://Empodera.org;Empodera.org
1143116575106576384;https://t.co/tbLg91TvHo;http://bit.ly/2wC8AvB;bit.ly/2wC8AvB
1143104345925476352;https://t.co/0hrwW1768A;https://www.laverdad.es/murcia/agricultores-ecuatorianos-formaran-20190624000242-ntvo.html#vca=fixed-btn&vso=rrss&vmc=tw&vli=Murcia;laverdad.es/murcia/agricul…
1143103743162032128;https://t.co/8NXEzuwVZx;https://educacionambiental26.wordpress.com/2019/06/24/los-ods-y-la-educacion-ambiental-como-los-encajamos-ea26-26-junio-2019/;educacionambiental26.wordpress.com/2019/06/24/los…
1143103739076775937;https://t.co/2cDrtCjLpw;https://educacionambiental26.wordpress.com/2019/06/24/los-ods-y-la-educacion-ambiental-como-los-encajamos-ea26-26-junio-2019/;educacionambiental26.wordpress.com/2019/06/24/los…
1143103642830102529;https://t.co/k1QFWiXPNm;http://bit.ly/2X2o4DQ;bit.ly/2X2o4DQ
1143098986666086401;https://t.co/43suiHss1b;http://ow.ly/7mub50uyRsg;ow.ly/7mub50uyRsg
1143091981943488514;https://t.co/fwVWUXFhVq;http://bit.ly/ODSmineria;bit.ly/ODSmineria
1143078803457150976;https://t.co/pr3pk1N2Pl;http://bit.ly/2WZJIJN;bit.ly/2WZJIJN
1143062537669402624;https://t.co/m5aB5IwYR8;http://bit.ly/2KqXq5K;bit.ly/2KqXq5K
1143060844462448646;https://t.co/pgDmr8EMQT;https://bit.ly/2RuvNJX;bit.ly/2RuvNJX
1143058383760777216;https://t.co/ek8dmXY8EP;http://bit.ly/31QKbRf;bit.ly/31QKbRf
1143054068342042625;https://t.co/sOkpTzQLlI;https://www.fundacionaquae.org/wp_quiz/cuanto-sabes-sobre-los-ods/;fundacionaquae.org/wp_quiz/cuanto…
1143044845751144448;https://t.co/dc39JsGvKc;https://bit.ly/2J8y9Ku;bit.ly/2J8y9Ku
1143042092320600064;https://t.co/VAgi9iw0h8;http://ow.ly/vB5L50uL57Z;ow.ly/vB5L50uL57Z
1143041970698432513;https://t.co/XXmRFeLKE2;http://bit.ly/Asmadera_ODS;bit.ly/Asmadera_ODS
1143039817913184256;https://t.co/MmdxdIE3qH;http://bit.ly/2HLG1lQ;bit.ly/2HLG1lQ
1142887563969073159;https://t.co/aYIzo4RXJg;http://bit.ly/2Zer9m1;bit.ly/2Zer9m1
1142833474681876488;https://t.co/DKUTQGFjtL;http://bit.ly/plan-JAnuario2019CAN;bit.ly/plan-JAnuario2…
1142833474681876488;https://t.co/vR0Wn34Qv2;http://bit.ly/formulario-las-palmas;bit.ly/formulario-las…
1142807033370075137;https://t.co/hHdvIGRaf4;http://bit.ly/2HYVFdE;bit.ly/2HYVFdE
1142802096716222464;https://t.co/Vo7sn2UOXE;https://buff.ly/2W5dsaX;buff.ly/2W5dsaX
1142800521335595008;https://t.co/ozkkiEX1xi;http://bit.ly/TrampasPM;bit.ly/TrampasPM
1142800001665511425;https://t.co/HXNJZt1NnS;http://bit.ly/MCRSEIV;bit.ly/MCRSEIV
1142796543541567488;https://t.co/ozkkiEX1xi;http://bit.ly/TrampasPM;bit.ly/TrampasPM
