ids	screen_name	name	id_mentions
1144150846265069568	GVAinvattur	GVA INVAT•TUR	94550774
1144150435688853504	ONU_es	Naciones Unidas	119844526
1144149857445326849	FundacionBeQual	Fundación Bequal	978595778
1144149857445326849	Cermi_Estatal	CERMI Estatal	706893168
1144149857445326849	Servimedia	Servimedia	201756498
1144149517585063937	cemad_es	Economistas de Madrid	3879487834
1144149093083766784	cemad_es	Economistas de Madrid	3879487834
1144149016105631744	estebandemanuel	Esteban de Manuel	252507583
1144148992894349312	cemad_es	Economistas de Madrid	3879487834
1144148322053177344	janaveros	josé antonio naveros	185703821
1144148322053177344	ArrabalAID	Arrabal-AID	459096278
1144146468690939904	jpduhalde	Juan Pablo Duhalde	258838897
1144146468690939904	MaxTrejo	Max Trejo	4817871253
1144146468690939904	alejo_segib	Alejo Ramírez	52813180
1144146468690939904	AcleMarcos	Marcos Acle	910152856036102100
1144146468690939904	Techo	TECHO	38868753
1144146468690939904	OIJ_DIGITAL	OIJ	171454470
1144146468690939904	SEGIBdigital	SEGIB	217142397
1144145595801767937	PactoMundial	Pacto Mundial	107405774
1144145595801767937	CREAndalucia	Cruz Roja en Andalucía	1324225178
1144145173594685440	drotorrent	Dani R.	267289786
1144145014051790849	Agenda2030Esp	Alto Comisionado Agenda 2030	1001098842031435800
1144144807440388097	MorillaBeatriz	Beatriz	149038983
1144144807440388097	EmpiezaxEducar	Empieza Por Educar	213621661
1144144807440388097	CanonEmpresa	Canon Empresa ES	217367597
1144144333270069250	FundacionCepaim	Fundación Cepaim	959953956
1144144195147444224	SEGITTUR	SEGITTUR	44964161
1144144195147444224	EdurneVidal	Edurne Vidal	1410002132
1144144195147444224	SEGITTUR	SEGITTUR	44964161
1144144130265796608	CanonEmpresa	Canon Empresa ES	217367597
1144144130265796608	CompromisoRSE	CompromisoRSE.com	372300165
1144143044796719104	estebandemanuel	Esteban de Manuel	252507583
1144143034487123970	Corresponsables	Corresponsables	87917306
1144143034487123970	labvinas	Laboratorios Viñas	3598948162
1144141840498774016	estebandemanuel	Esteban de Manuel	252507583
1144141577075470336	cemad_es	Economistas de Madrid	3879487834
1144140655104577536	Emasagra	Emasagra	862771220
1144140655104577536	CREAndalucia	Cruz Roja en Andalucía	1324225178
1144139715207204866	Corresponsables	Corresponsables	87917306
1144139715207204866	NAtutxa	Nerea Lupardo Atutxa	2273410840
1144139567752253442	FundacionETNOR	Fundación ÉTNOR	125620036
1144139567752253442	PactoMundial	Pacto Mundial	107405774
1144138973469728768	sonarqpaisajes	SoniaDelgadoBerrocal	857951877232775200
1144138973469728768	MedialabPrado	Medialab Prado	17772404
1144137866605400064	AsociacionICID	Asociación ICID	829732536
1144137827522928645	davidgvtierrez	David Gutiérrez	124144679
1144137050456768512	SEGITTUR	SEGITTUR	44964161
1144137050456768512	EdurneVidal	Edurne Vidal	1410002132
1144137050456768512	SEGITTUR	SEGITTUR	44964161
1144136295452749824	MedialabPrado	Medialab Prado	17772404
1144136295452749824	mariale_rico	María Alejandra Rico	266099374
1144136295452749824	logan4105	Juana López Pagán	358501875
1144136295452749824	BorjaDazRivilla	Borja Díaz Rivillas	1333369729
1144136295452749824	FIIAPP	FIIAPP	97046115
1144136295452749824	jorgesolana	Jorge Solana	62494843
1144136295452749824	UAM_Madrid	UAM Autónoma Madrid	31731533
1144136295452749824	derecho_uam	Facultad de Derecho	2373549522
1144136144998883329	GBCEs	GBC España	181112328
1144136122806747136	drotorrent	Dani R.	267289786
1144134747158974465	estebandemanuel	Esteban de Manuel	252507583
1144134305591037954	icynthia	Cynthia Gálvez	11665132
1144133796285038594	SEGITTUR	SEGITTUR	44964161
1144133796285038594	EdurneVidal	Edurne Vidal	1410002132
1144133796285038594	SEGITTUR	SEGITTUR	44964161
1144133166103502849	ArrabalAID	Arrabal-AID	459096278
1144132702574190592	Corresponsables	Corresponsables	87917306
1144132702574190592	DowIberica	Dow Chemical Ibérica	3040406471
1144131787595112448	FundacionETNOR	Fundación ÉTNOR	125620036
1144131787595112448	PactoMundial	Pacto Mundial	107405774
1144131564793712640	Corresponsables	Corresponsables	87917306
1144131564793712640	labvinas	Laboratorios Viñas	3598948162
1144130548975185921	manueljesusF	Manuel Jesús Fdez.	162006900
1144127586114703360	davidgvtierrez	David Gutiérrez	124144679
1144127573628243970	beambif	Beatriz Fdez	268169202
1144127573473075205	davidgvtierrez	David Gutiérrez	124144679
1144127174309535745	Metropoliscomu	Metrópolis	296821425
1144127174309535745	DircomCAN	Dircom Canarias	882172214
1144127174309535745	Endesa	Endesa	482014260
1144127174309535745	AsincaCanarias	ASINCA Canarias	589277214
1144127174309535745	InsidePMI	Philip Morris Intl	914311278
1144127174309535745	CerveceraCAN	CerveceradeCanarias	2414190392
1144126220189257728	NaturayCultura2	Natura y Cultura	495073147
1144125938055163904	empleogob	Ministerio Trabajo, Migraciones y Seguridad Social	217352125
1144125787840372736	NaturayCultura2	Natura y Cultura	495073147
1144125419093995521	davidgvtierrez	David Gutiérrez	124144679
1144125391659028480	davidgvtierrez	David Gutiérrez	124144679
1144124791361851393	icynthia	Cynthia Gálvez	11665132
1144124683794681857	Edudesarrollo	Educación_desarrollo	237835096
1144124194747310081	mjguardiola1974	María José Guardiola	4544750242
1144123656777416705	icynthia	Cynthia Gálvez	11665132
1144120822195527680	FundacionBeQual	Fundación Bequal	978595778
1144120822195527680	Cermi_Estatal	CERMI Estatal	706893168
1144120822195527680	Servimedia	Servimedia	201756498
1144119761384738816	drotorrent	Dani R.	267289786
1144118579606032385	GEAccounting	GEAccounting	3046878729
1144118272926859264	Hidrogea	Hidrogea	2498221766
1144118272926859264	FAquae	Fundación Aquae	874260307
1144118171869360128	Mercadona	Mercadona	343327901
1144117350981144576	Agenda2030MX	Agenda2030MX	995080450271076400
1144116360106184704	elOrdenMundial	El Orden Mundial - EOM	481397009
1144114663824736256	drotorrent	Dani R.	267289786
1144114543897055232	beambif	Beatriz Fdez	268169202
1144114396907659264	Agenda2030MX	Agenda2030MX	995080450271076400
1144114042648367105	guzmanhennessey	GuzmanHennessey	90750092
1144114042648367105	Andesco1	Andesco	248678335
1144112373139197952	CIRIEC_Esp	CIRIEC-España	1454051322
1144112373139197952	ilo	ILO	364761686
1144112373139197952	UNRISD	UNRISD	25974040
1144109455858184193	Agenda2030MX	Agenda2030MX	995080450271076400
1144108105250353152	DowIberica	Dow Chemical Ibérica	3040406471
1144107859548024833	icynthia	Cynthia Gálvez	11665132
1144107829965594625	sellofairtrade	Sello Fairtrade	253021857
1144106628796551173	drotorrent	Dani R.	267289786
1144104788877033472	GESForum	Global Education & Skills Forum	786779786
1144104788877033472	VarkeyFdn	Varkey Foundation	546006962
1144104788877033472	FundacionVarkey	Fundación Varkey	803670786779349000
1144104788877033472	TeacherPrize	Global Teacher Prize	2345263466
1144104788877033472	TeachSDGs	#TeachSDGs	822072792124366800
1144104788877033472	GlobalGoalsUN	Global Goals	115099953
1144102943601418241	Laboratoriorg	@LABOR	794583902874718200
1144099295660040192	labvinas	Laboratorios Viñas	3598948162
1144099008681562118	arisemx	ARISE MX	1073669791100166100
1144098462771884033	AMEXHI_Oficial	AMEXHI_Oficial	964592952919040000
1144097973124472832	cinemoviltoto	Cine Móvil ToTo	966657013
1144097087988129793	TelefonicaEC	Telefónica Ecuador	177246921
1144097087988129793	TelefonicaEC	Telefónica Ecuador	177246921
1144097087988129793	MovistarEC	Movistar Ecuador	96039232
1144097087988129793	el_BID	Banco Interamericano de Desarrollo	18510558
1144096432653307905	Biblio_Social	Biblioteca Social	2418858176
1144096034609672192	Agenda2030MX	Agenda2030MX	995080450271076400
1144095875309981697	Senniaf	Senniaf Panamá	2836808592
1144095832112816128	Senniaf	Senniaf Panamá	2836808592
1144095832112816128	MINSA_Panama	MINSA Panamá	197410009
1144095686180462593	beambif	Beatriz Fdez	268169202
1144094607707377664	Senniaf	Senniaf Panamá	2836808592
1144093689888890880	PNUDChile	PNUD Chile	574865787
1144092532139278336	Agenda2030MX	Agenda2030MX	995080450271076400
1144092405869809664	Agenda2030MX	Agenda2030MX	995080450271076400
1144091222811774976	PaulinaFrean	Paulina Freán	1017415040993919000
1144090953751367680	PaulinaFrean	Paulina Freán	1017415040993919000
1144089420569747462	ODSColombia	ODS Colombia	911054078385500200
1144088805928067072	itaipuparaguay	Itaipu Binacional Py	130153266
1144087410306928640	josecruzurbieta	Josecruzurbieta	1105582939616751600
1144087410306928640	arends_hel	Helge Arends	2729896356
1144087410306928640	kari_blanco8a	Karina Blanco Ochoa	3040645375
